Unnamed: 0,country,capacity_mw,lat,lon,primary_fuel,Solar Generation (2017),province
20135,ESP,877.6600000000002,43.5528,-5.7231,Coal,4003.64,Asturias
20136,ESP,758.74,39.9427,-3.8548,Gas,1798.46,Toledo
20137,ESP,15.0,41.5485,0.8245,Waste,5.22,Lleida
20138,ESP,18.0,41.8559,-1.9224,Wind,50.55,Soria
20139,ESP,16.334,41.8559,-1.9224,Waste,5.68,Soria
20140,ESP,20.0,37.6167,-4.3225,Biomass,,Cordoba
20141,ESP,360.6,43.0952,-4.0004,Hydro,106.66,Cantabria
20142,ESP,67.6,42.4333,-8.1443,Hydro,134.55,Pontevedra
20143,ESP,533.8,39.8106,3.0913,Coal,2435.05,Illes Balears
20144,ESP,1226.43,41.2117,-6.6856,Hydro,3147.47,Salamanca
20145,ESP,46.5,41.4206,-2.3319,Wind,117.78,Soria
20146,ESP,11.05,41.5406,-1.7166,Wind,23.5,Zaragoza
20147,ESP,786.42,43.2347,-2.7497,Gas,1864.07,Vizcaya
20148,ESP,11.05,42.9362,-4.3083,Wind,23.5,Cantabria
20149,ESP,18.0,42.0357,-6.9054,Wind,43.8,Ourense
20150,ESP,13.5,41.7389,-2.1697,Wind,37.91,Soria
20151,ESP,149.7,37.2281,-3.0511,Solar,316.09,Granada
20152,ESP,346.84,42.8385,-6.5332,Coal,1582.19,Asturias
20153,ESP,56.040000000000006,43.4486,-6.7053,Hydro,88.11,Asturias
20154,ESP,1585.39,36.6721,-5.8164,Gas,3757.89,Cadiz
20155,ESP,43.2,28.0996,-16.680999999999997,Oil,90.0,Santa Cruz de Tenerife
20156,ESP,784.7,42.4194,-2.2511,Gas,1859.99,La Rioja
20157,ESP,67.52,41.798,1.9543,Hydro,85.3,Barcelona
20158,ESP,1990.5,41.2008,0.5679,Nuclear,15902.24,Tarragona
20159,ESP,99.8,39.171,-3.2666,Solar,208.0,Ciudad Real
20160,ESP,49.9,38.812,-7.0587,Solar,100.41,Badajoz
20161,ESP,17.762999999999998,40.0667,-0.2,Gas,42.1,Castellon/Castello
20162,ESP,198.01,39.7799,-5.0876,Hydro,212.59,Toledo
20163,ESP,5.2,38.898,-4.3660000000000005,Solar,10.13,Ciudad Real
20164,ESP,23.0,39.2226,-5.7853,Solar,48.43,Badajoz
20165,ESP,8.8,42.006,-1.692,Solar,15.25,Zaragoza
20166,ESP,6.0,28.163,-16.468,Solar,13.85,Santa Cruz de Tenerife
20167,ESP,5.2,38.6057,-0.6586,Solar,11.66,Alicante/Alacant
20168,ESP,11.3,38.328,-6.688,Solar,25.67,Badajoz
20169,ESP,8.5,38.8064,-6.2832,Solar,16.15,Badajoz
20170,ESP,10.0,39.044000000000004,-1.976,Solar,19.5,Albacete
20171,ESP,10.0,39.0465,-1.7941,Solar,19.47,Albacete
20172,ESP,7.2,37.571,-4.093,Solar,15.44,Cordoba
20173,ESP,9.3,37.92,-4.673,Solar,19.71,Cordoba
20174,ESP,10.0,38.523,-7.06,Solar,20.69,Badajoz
20175,ESP,7.3,38.365,-6.4549,Solar,14.45,Badajoz
20176,ESP,7.2,38.3773,-6.4587,Solar,14.27,Badajoz
20177,ESP,6.2,38.817,-6.749,Solar,12.26,Badajoz
20178,ESP,10.6,38.906,-0.509,Solar,24.56,Alicante/Alacant
20179,ESP,5.6,37.603,-5.104,Solar,11.52,Cordoba
20180,ESP,6.3,37.8483,-1.3416,Solar,13.7,Murcia
20181,ESP,8.3,38.8443,-1.0498,Solar,15.62,Valencia/Val�ncia
20182,ESP,22.1,39.83,-5.66,Solar,46.38,Caceres
20183,ESP,10.0,38.7288,-4.21,Solar,20.71,Ciudad Real
20184,ESP,9.6,37.838,-4.9719999999999995,Solar,19.24,Cordoba
20185,ESP,9.6,37.836999999999996,-4.98,Solar,19.24,Cordoba
20186,ESP,5.6,41.418,-1.2969,Solar,10.17,Zaragoza
20187,ESP,5.7,38.8081,-6.8254,Solar,11.41,Badajoz
20188,ESP,8.8,42.495,-2.31,Solar,14.54,La Rioja
20189,ESP,7.3,37.09,-4.433,Solar,15.45,Malaga
20190,ESP,49.9,36.663000000000004,-5.827999999999999,Solar,129.19,Cadiz
20191,ESP,50.0,37.122,-5.567,Solar,118.04,Sevilla
20192,ESP,7.1,42.1859,-1.6073,Solar,12.48,Navarra
20193,ESP,6.6,28.158,-16.4644,Solar,15.25,Santa Cruz de Tenerife
20194,ESP,30.0,42.277,-2.044,Solar,52.41,Navarra
20195,ESP,50.0,39.172,-3.2769999999999997,Solar,107.05,Ciudad Real
20196,ESP,4.0,41.198,-4.8322,Solar,6.54,Valladolid
20197,ESP,5.7,40.214,-0.1853,Solar,12.33,Castellon/Castello
20198,ESP,8.0,38.7462,-5.5308,Solar,15.88,Badajoz
20199,ESP,731.0,36.1829,-5.3905,Gas,1732.71,Ceuta
20200,ESP,82.7,43.1,-2.75,Hydro,175.15,Vizcaya
20201,ESP,61.15,43.1258,-4.0566,Hydro,59.6,Cantabria
20202,ESP,15.88,42.7333,0.7167,Hydro,32.12,Lleida
20203,ESP,646.26,27.8045,-15.4387,Oil,1346.49,Las Palmas
20204,ESP,331.01,42.6263,-7.7135,Hydro,369.5,Ourense
20205,ESP,14.86,37.8333,-5.2333,Hydro,28.3,Cordoba
20206,ESP,14.91,39.7167,-1.1,Hydro,25.03,Valencia/Val�ncia
20207,ESP,1670.81,41.4196,2.2294,Gas,3960.37,Barcelona
20208,ESP,61.4,42.629,-0.3214,Hydro,120.42,Huesca
20209,ESP,24.6,42.65,-8.9,Oil,51.25,Pontevedra
20210,ESP,27.94,40.419000000000004,-2.9226,Hydro,61.97,Guadalajara
20211,ESP,215.0,40.364000000000004,-2.8289,Hydro,149.69,Guadalajara
20212,ESP,54.45,40.3664,-2.7565,Hydro,67.2,Guadalajara
20213,ESP,61.95,40.4153,-4.5016,Hydro,67.67,avila
20214,ESP,10.1,42.271,-1.666,Solar,16.06,Navarra
20215,ESP,5.2,39.919000000000004,-4.117,Solar,10.43,Toledo
20216,ESP,10.9,38.2812,-5.239,Solar,22.66,Cordoba
20217,ESP,10.6,36.9268,-2.4758,Solar,26.83,Almeria
20218,ESP,20.0,38.72,-0.727,Solar,47.34,Alicante/Alacant
20219,ESP,7.0,38.2216,-1.3163,Solar,15.37,Murcia
20220,ESP,5.7,38.8816,-1.33,Solar,11.64,Albacete
20221,ESP,5.0,38.052,-1.6869999999999998,Solar,11.07,Murcia
20222,ESP,10.0,42.8878,-8.9567,Hydro,15.12,A Coruna
20223,ESP,15.89,39.55,-2.0833,Hydro,26.41,Cuenca
20224,ESP,70.17,39.25,-0.7667,Hydro,83.01,Valencia/Val�ncia
20225,ESP,24.774,41.9753,1.2561,Hydro,44.49,Lleida
20226,ESP,20.215999999999998,42.6563,-5.1753,Hydro,28.12,Leon
20227,ESP,32.48,42.5046,0.8006,Hydro,71.77,Lleida
20228,ESP,58.65000000000001,41.8749,0.8781,Hydro,95.67,Lleida
20229,ESP,780.6600000000002,36.1834,-5.3933,Gas,1850.42,Ceuta
20230,ESP,15.2,43.3514,-5.1292,Hydro,22.89,Asturias
20231,ESP,18.7,39.85,-0.75,Wind,43.6,Valencia/Val�ncia
20232,ESP,153.94,28.3548,-16.3727,Oil,320.73,Santa Cruz de Tenerife
20233,ESP,107.4,41.9763,0.6116,Hydro,229.63,Lleida
20234,ESP,1248.82,37.5732,-0.9392,Gas,2960.11,Murcia
20235,ESP,429.0,39.5672,2.6895,Gas,1016.87,Illes Balears
20236,ESP,49.9,39.2939,-5.2168,Solar,110.13,Caceres
20237,ESP,797.41,42.1718,-1.6773,Gas,1890.12,Navarra
20238,ESP,782.0,39.9592,-0.001,Gas,1853.59,Castellon/Castello
20239,ESP,80.73,39.888000000000005,-4.4539,Hydro,114.69,Toledo
20240,ESP,135.59,42.2917,-8.1136,Hydro,209.11,Ourense
20241,ESP,195.29,41.5756,-6.1891,Hydro,246.51,Zamora
20242,ESP,820.5360000000001,36.1829,-5.3905,Gas,1944.94,Ceuta
20243,ESP,1232.19,39.6426,-0.2344,Gas,2920.69,Valencia/Val�ncia
20244,ESP,495.18,39.6643,-7.5332,Hydro,742.25,Caceres
20245,ESP,20.4,42.6758,-1.2395,Hydro,27.71,Navarra
20246,ESP,49.9,38.7291,-0.9219,Solar,119.43,Alicante/Alacant
20247,ESP,49.9,37.7574,-5.062,Solar,102.69,Cordoba
20248,ESP,33.32,42.0208,-6.417000000000001,Hydro,26.21,Zamora
20249,ESP,48.7,35.89,-5.35,Oil,101.46,Ceuta
20250,ESP,11.5,35.89,-5.35,Oil,23.96,Ceuta
20251,ESP,13.56,41.6333,0.9,Oil,28.25,Lleida
20252,ESP,790.68,41.2167,-0.2928,Gas,1874.17,Teruel
20253,ESP,50.4,39.3711,-5.0166,Hydro,57.02,Toledo
20254,ESP,51.7,39.3711,-5.0166,Hydro,58.49,Toledo
20255,ESP,2016.9,39.806999999999995,-5.6986,Nuclear,16113.15,Caceres
20256,ESP,1063.94,39.2134,-1.0509,Nuclear,8499.89,Valencia/Val�ncia
20257,ESP,120.54,39.2167,-1.05,Hydro,111.56,Valencia/Val�ncia
20258,ESP,48.8,36.7334,-3.5413,Gas,115.67,Granada
20259,ESP,24.0,43.5354,-6.7193,Gas,56.88,Asturias
20260,ESP,40.83,38.6871,-4.1073,Oil,85.06,Ciudad Real
20261,ESP,12.68,38.8167,-0.6167,Gas,30.05,Alicante/Alacant
20262,ESP,1005.14,42.6125,-6.5647,Coal,4585.17,Leon
20263,ESP,268.02,42.1142,-7.209,Hydro,92.93,Ourense
20264,ESP,49.9,39.0212,-5.5333,Solar,100.23,Badajoz
20265,ESP,13.99,39.5333,-1.6,Hydro,26.64,Albacete
20266,ESP,49.2,42.6469,-6.3204,Wind,123.7,Leon
20267,ESP,130.66,42.4496,-6.9476,Hydro,166.49,Lugo
20268,ESP,14.071,40.0667,-0.2,Gas,33.35,Castellon/Castello
20269,ESP,390.94,37.2156,-6.943,Gas,926.65,Huelva
20270,ESP,537.28,37.5645,-0.9513,Oil,1119.42,Murcia
20271,ESP,485.85,42.8261,-4.8463,Coal,2216.31,Palencia
20272,ESP,347.7,43.3082,-5.7001,Coal,1586.11,Asturias
20273,ESP,897.02,43.34,-3.0539,Oil,1868.95,Vizcaya
20274,ESP,855.67,43.4451,-7.8621,Gas,2028.21,Lugo
20275,ESP,424.91,42.1718,-1.6773,Gas,1007.17,Navarra
20276,ESP,839.35,39.9592,-0.001,Gas,1989.53,Castellon/Castello
20277,ESP,274.635,41.2977,-0.3376,Gas,650.97,Teruel
20278,ESP,815.64,37.5732,-0.9392,Gas,1933.33,Murcia
20279,ESP,819.03,40.9596,0.8692,Gas,1941.37,Tarragona
20280,ESP,391.31,43.32899999999999,-8.503,Gas,927.53,A Coruna
20281,ESP,854.1700000000002,43.3161,-5.8777,Gas,2024.66,Asturias
20282,ESP,20.0,38.26,-1.682,Solar,43.7,Murcia
20283,ESP,21.2,39.332,-2.525,Solar,44.32,Cuenca
20284,ESP,10.0,38.7071,-3.72,Solar,18.83,Ciudad Real
20285,ESP,8.0,38.821999999999996,-7.005,Solar,15.81,Badajoz
20286,ESP,4.8,39.211999999999996,-5.7803,Solar,10.3,Badajoz
20287,ESP,5.6,39.0105,-1.8949,Solar,11.06,Albacete
20288,ESP,5.7,37.589,-5.816,Solar,11.42,Sevilla
20289,ESP,6.1,37.5189,-5.6592,Solar,12.59,Sevilla
20290,ESP,7.1,37.8094,-1.0631,Solar,14.9,Murcia
20291,ESP,5.1,39.2714,-1.4687,Solar,10.25,Albacete
20292,ESP,7.0,39.1159,-5.3349,Solar,13.84,Badajoz
20293,ESP,28.0,39.275,-2.4095,Solar,57.2,Albacete
20294,ESP,11.3,39.883,-5.667000000000001,Solar,23.8,Caceres
20295,ESP,5.2,42.1517,-1.6556,Solar,9.13,Navarra
20296,ESP,6.0,41.2199,-0.3017,Solar,11.87,Teruel
20297,ESP,5.4,38.7271,-5.5158,Solar,10.86,Badajoz
20298,ESP,23.11,38.7288,-2.005,Hydro,50.25,Albacete
20299,ESP,5.9,38.2584,-1.4568,Solar,11.72,Murcia
20300,ESP,10.9,42.1194,-1.7154,Solar,20.28,Navarra
20301,ESP,10.0,37.641,-4.584,Solar,20.26,Cordoba
20302,ESP,10.7,39.4628,-6.3061,Solar,22.68,Caceres
20303,ESP,61.94,43.3891,-6.8232,Hydro,97.39,Lugo
20304,ESP,12.56,36.9402,-3.361,Hydro,23.65,Granada
20305,ESP,5.0,38.9932,-3.5714,Solar,9.98,Ciudad Real
20306,ESP,5.9,37.3341,-3.2508,Solar,12.88,Granada
20307,ESP,5.9,37.3488,-3.2707,Solar,12.92,Granada
20308,ESP,15.2,39.8942,-5.3246,Solar,32.94,Caceres
20309,ESP,175.0,37.228,-5.867000000000001,Solar,393.82,Sevilla
20310,ESP,31.8,39.6564,-2.8,Solar,65.66,Cuenca
20311,ESP,21.666,37.6051,-0.9862,Gas,51.35,Murcia
20312,ESP,15.18,41.0845,-3.8599,Wind,32.28,Segovia
20313,ESP,24.75,38.4545,-1.214,Wind,52.63,Murcia
20314,ESP,30.0,40.3167,-5.9167,Wind,63.8,Salamanca
20315,ESP,12.0,38.9667,-1.2167,Wind,25.52,Albacete
20316,ESP,18.0,41.3268,-3.3144,Wind,41.94,Segovia
20317,ESP,44.0,42.6487,-3.5904,Wind,93.57,Burgos
20318,ESP,24.0,42.4098,-3.7632,Wind,58.66,Burgos
20319,ESP,14.0,42.3764,-0.0026,Hydro,26.63,Huesca
20320,ESP,17.25,41.778999999999996,-1.9839,Wind,32.09,Soria
20321,ESP,26.62,42.4167,-8.6667,Gas,63.09,Pontevedra
20322,ESP,50.0,37.2583,-6.9508,Gas,118.51,Huelva
20323,ESP,16.0,39.2379,-3.4233,Oil,33.33,Ciudad Real
20324,ESP,13.18,43.213,-8.691,Oil,27.46,A Coruna
20325,ESP,40.8,40.5175,-2.7925,Hydro,80.09,Guadalajara
20326,ESP,87.6,42.5899,0.4927,Hydro,118.43,Huesca
20327,ESP,35.85,42.3161,0.7463,Hydro,75.91,Lleida
20328,ESP,804.36,41.2977,-0.3376,Gas,1906.59,Teruel
20329,ESP,65.0,41.2961,-0.3376,Coal,296.51,Teruel
20330,ESP,1199.25,7.5732,-0.9392,Gas,2842.61,Las Palmas
20331,ESP,54.4,43.427,-8.0671,Hydro,101.81,A Coruna
20332,ESP,149.8,38.64,-6.744,Solar,329.35,Badajoz
20333,ESP,9.0,28.177,-16.445,Solar,20.82,Santa Cruz de Tenerife
20334,ESP,20.0,38.916,-2.55,Solar,42.98,Albacete
20335,ESP,50.0,39.87,-4.475,Solar,107.3,Toledo
20336,ESP,16.6,37.0939,-5.6265,Solar,37.2,Sevilla
20337,ESP,10.1,37.0973,-5.6343,Solar,18.01,Sevilla
20338,ESP,10.2,37.0983,-5.6223,Solar,18.19,Sevilla
20339,ESP,20.0,36.84,-6.058,Solar,49.61,Cadiz
20340,ESP,4.7,37.2729,-7.3672,Solar,10.0,Huelva
20341,ESP,13.2,38.1995,-0.8,Solar,30.11,Alicante/Alacant
20342,ESP,11.5,38.8952,-6.26,Solar,24.36,Badajoz
20343,ESP,7.0,39.4194,-2.9897,Solar,13.27,Cuenca
20344,ESP,4.7,38.2813,-1.51,Solar,9.7,Murcia
20345,ESP,10.0,38.8459,-6.43,Solar,18.88,Badajoz
20346,ESP,10.0,40.8436,-1.8876,Gas,23.7,Guadalajara
20347,ESP,23.96,42.8805,-8.5457,Gas,56.79,A Coruna
20348,ESP,52.52,41.2331,0.5472,Hydro,98.38,Tarragona
20349,ESP,24.8,43.4604,-8.2551,Oil,51.67,A Coruna
20350,ESP,160.61,42.1538,-8.1933,Hydro,275.97,Pontevedra
20351,ESP,75.0,37.7,-1.1,Waste,26.12,Murcia
20352,ESP,9.0,28.1564,-16.4852,Solar,20.82,Santa Cruz de Tenerife
20353,ESP,8.8,41.99,-1.5659999999999998,Solar,15.32,Zaragoza
20354,ESP,10.0,40.9178,-4.97,Solar,17.15,avila
20355,ESP,9.9,42.4704,-2.6076,Solar,16.12,La Rioja
20356,ESP,6.1,37.7539,-5.0429,Solar,12.21,Cordoba
20357,ESP,27.9,37.685,-1.1740000000000002,Solar,67.61,Murcia
20358,ESP,14.8,37.685,-1.1740000000000002,Solar,35.46,Murcia
20359,ESP,8.9,37.684,-1.179,Solar,18.27,Murcia
20360,ESP,10.4,37.69,-1.162,Solar,23.74,Murcia
20361,ESP,4.5,42.063,-4.498,Solar,6.97,Palencia
20362,ESP,5.4,42.0309,-1.4775,Solar,9.48,Zaragoza
20363,ESP,110.4,40.2211,-6.132999999999999,Hydro,145.05,Caceres
20364,ESP,14.95,0.7046,42.8025,Gas,35.43,Illes Balears
20365,ESP,12.0,43.3048,-8.5075,Gas,28.44,A Coruna
20366,ESP,27.2,39.876999999999995,-0.0558,Wind,72.96,Castellon/Castello
20367,ESP,25.71,39.876999999999995,-0.0558,Hydro,62.84,Castellon/Castello
20368,ESP,693.34,28.0863,-16.4939,Oil,1444.58,Santa Cruz de Tenerife
20369,ESP,74.80000000000003,39.5694,2.6502,Waste,26.05,Illes Balears
20370,ESP,15.2,38.3119,-3.0422,Hydro,25.75,Jaen
20371,ESP,13.5,42.2793,-1.7463,Gas,31.99,Navarra
20372,ESP,43.1,28.2115,-16.7795,Oil,89.79,Santa Cruz de Tenerife
20373,ESP,52.21,40.1935,-6.1634,Hydro,65.69,Caceres
20374,ESP,207.99,37.641,-6.0724,Hydro,152.89,Sevilla
20375,ESP,19.9,37.562,-5.332000000000001,Solar,45.48,Sevilla
20376,ESP,11.8,41.755,-1.175,Solar,22.66,Zaragoza
20377,ESP,5.0,38.803000000000004,-6.83,Solar,10.04,Badajoz
20378,ESP,12.3,36.195,-5.416,Solar,31.86,Ceuta
20379,ESP,31.45,42.0357,-6.9054,Wind,74.73,Ourense
20380,ESP,99.8,39.2385,-3.4749,Solar,201.27,Ciudad Real
20381,ESP,14.94,42.8561,-7.1636,Waste,5.2,Lugo
20382,ESP,40.8,38.8299,-3.5781,Wind,86.76,Ciudad Real
20383,ESP,8.0,38.5891,-1.7906,Solar,16.31,Albacete
20384,ESP,5.5,37.685,-1.5330000000000001,Solar,11.5,Murcia
20385,ESP,9.5,37.268,-6.417000000000001,Solar,16.93,Huelva
20386,ESP,12.0,38.474000000000004,-6.232,Solar,25.62,Badajoz
20387,ESP,20.0,38.364000000000004,-1.2770000000000001,Solar,42.68,Murcia
20388,ESP,88.85,42.7163,-0.5256,Hydro,186.1,Huesca
20389,ESP,76.71000000000002,37.2667,-4.4143,Hydro,106.26,Malaga
20390,ESP,50.0,38.645,-3.9730000000000003,Solar,112.46,Ciudad Real
20391,ESP,5.0,39.438,-1.709,Solar,10.08,Albacete
20392,ESP,8.4,37.1488,-6.1452,Solar,15.86,Sevilla
20393,ESP,234.46000000000004,28.0424,-15.4114,Oil,488.5,Las Palmas
20394,ESP,953.32,39.2438,-0.9317,Hydro,1076.51,Valencia/Val�ncia
20395,ESP,5.6,36.7076,-6.2309,Solar,12.47,Cadiz
20396,ESP,7.0,38.9287,-0.5115,Solar,15.38,Valencia/Val�ncia
20397,ESP,27.17,37.4955,-1.4802,Waste,9.46,Murcia
20398,ESP,52.09,28.3504,-14.1076,Hydro,112.63,Las Palmas
20399,ESP,30.6,38.6739,-0.8133,Wind,77.8,Alicante/Alacant
20400,ESP,49.9,38.9594,-6.4639999999999995,Solar,100.26,Badajoz
20401,ESP,49.9,38.8145,-6.8377,Solar,100.57,Badajoz
20402,ESP,49.6,42.7744,-4.1676,Wind,108.87,Cantabria
