,country,capacity_mw,lat,lon,primary_fuel,Solar Generation (2017)
20548,ESP,40.5,39.2167,-2.15,Wind,99.66
20549,ESP,33.0,41.1748,-6.5194,Wind,71.27
20550,ESP,21.25,39.9856,-3.369,Wind,48.28
20551,ESP,49.5,41.6336,-1.2744,Wind,105.27
20552,ESP,28.5,40.5327,-0.2625,Wind,69.31
20553,ESP,10.0,36.4569,-5.9272,Wind,23.85
20554,ESP,28.0,38.4792,-1.325,Wind,65.0
20555,ESP,23.54,41.6336,-1.2744,Wind,57.93
20556,ESP,34.0,38.4792,-1.325,Wind,78.93
20557,ESP,10.8,41.8325,-1.4598,Wind,22.96
20558,ESP,24.75,41.9009,-2.1627,Wind,54.25
20559,ESP,29.8,41.0475,-2.2048,Wind,69.38
20560,ESP,66.0,41.0475,-2.2048,Wind,140.36
20561,ESP,12.0,41.0475,-2.2048,Wind,25.52
20562,ESP,49.5,39.6,-1.8,Wind,105.27
20563,ESP,11.4,38.0833,-6.2667,Wind,31.7
20564,ESP,16.2,41.4663,-1.085,Wind,24.55
20565,ESP,36.0,40.5327,-0.2625,Wind,87.55
20566,ESP,49.5,41.5801,-1.1172,Wind,105.27
20567,ESP,36.0,41.6544,-0.8494,Wind,76.56
20568,ESP,66.47,42.4171,-7.7498,Wind,141.36
20569,ESP,36.0,42.0425,-0.5814,Wind,76.56
20570,ESP,36.0,43.3126,-7.9146,Wind,76.56
20571,ESP,29.23,42.4,-8.4333,Wind,62.16
20572,ESP,40.8,40.7081,-0.9149,Wind,104.66
20573,ESP,38.94,43.2731,-6.6215,Wind,82.81
20574,ESP,16.9,43.2004,-8.8728,Wind,38.62
20575,ESP,36.0,37.3461,-2.4333,Wind,91.01
20576,ESP,41.25,42.0228,-6.3303,Wind,87.72
20577,ESP,21.25,40.594,-4.4115,Wind,65.06
20578,ESP,49.5,42.3897,-1.7932,Wind,105.27
20579,ESP,57.52,38.8795,-1.3123,Wind,103.87
20580,ESP,49.5,38.9722,-1.4518,Wind,105.27
20581,ESP,36.96,38.9667,-1.2167,Wind,72.15
20582,ESP,14.85,36.0139,-5.6069,Wind,37.48
20583,ESP,12.75,43.3667,-7.4833,Wind,36.73
20584,ESP,27.0,43.3667,-7.4833,Wind,74.28
20585,ESP,40.3,43.2674,-8.7833,Wind,93.73
20586,ESP,19.8,42.7248,-9.0053,Wind,42.1
20587,ESP,49.5,38.9579,-1.5568,Wind,146.03
20588,ESP,14.85,36.0139,-5.6069,Wind,37.48
20589,ESP,31.35,42.0482,-0.9103,Wind,69.43
20590,ESP,20.8,42.6333,-7.95,Wind,38.6
20591,ESP,48.1,42.2167,-8.3667,Wind,102.29
20592,ESP,14.52,40.7067,-4.5002,Wind,28.21
20593,ESP,24.0,36.6865,-6.1361,Wind,53.09
20594,ESP,11.9,41.486,-1.595,Wind,30.05
20595,ESP,28.5,37.8107,-5.0204,Wind,60.61
20596,ESP,14.0,42.0357,-6.9054,Wind,34.07
20597,ESP,34.85,43.3081,-6.2688,Wind,97.79
20598,ESP,38.0,42.9684,-7.0854,Wind,46.52
20599,ESP,30.0,39.2333,-1.75,Wind,63.8
20600,ESP,50.0,40.7767,-1.6498,Wind,106.33
20601,ESP,19.8,40.8131,-1.5964,Wind,51.87
20602,ESP,24.42,43.3828,-4.0024,Wind,51.93
20603,ESP,28.0,40.8126,-2.4938,Wind,65.19
20604,ESP,49.94,41.1722,-2.4348,Wind,110.45
20605,ESP,24.42,42.4168,-7.764,Wind,30.47
20606,ESP,42.0,42.5273,-3.4383,Wind,95.92
20607,ESP,49.5,39.4085,-2.2017,Wind,105.27
20608,ESP,11.05,41.8804,-4.3624,Wind,23.5
20609,ESP,40.0,41.2513,-2.5268,Wind,85.22
20610,ESP,48.0,42.6088,-7.7712,Wind,77.53
20611,ESP,20.0,38.24,-1.4199,Wind,42.53
20612,ESP,36.0,42.904,-8.7427,Wind,80.77
20613,ESP,16.5,43.2384,-8.3843,Wind,33.5
20614,ESP,14.4,43.5333,-7.9333,Wind,30.62
20615,ESP,11.4,43.5333,-7.9333,Wind,24.24
20616,ESP,29.9,40.8125,0.5216,Wind,69.62
20617,ESP,16.9,37.1766,-2.9502,Wind,35.51
20618,ESP,99.0,37.1766,-2.9502,Wind,226.57
20619,ESP,23.1,42.6525,-1.626,Wind,49.12
20620,ESP,13.6,36.7507,-3.5179,Wind,41.87
20621,ESP,18.0,40.4532,-4.4647,Wind,47.58
20622,ESP,14.45,41.0983,-2.5741,Wind,30.73
20623,ESP,64.0,41.0983,-2.5741,Wind,155.99
20624,ESP,40.0,38.8299,-3.5781,Wind,112.29
20625,ESP,14.0,39.45,-2.0833,Wind,33.47
20626,ESP,24.6,36.1848,-5.4921,Wind,55.7
20627,ESP,14.45,37.4712,-5.6461,Wind,37.23
20628,ESP,32.3,43.1,-2.6333,Wind,68.69
20629,ESP,24.0,41.8675,-0.4609,Wind,60.35
20630,ESP,20.0,43.3667,-7.4833,Wind,51.38
20631,ESP,49.5,-2.9997,37.2174,Wind,125.94
20632,ESP,64.5,-0.2108,40.4682,Wind,160.85
20633,ESP,46.0,41.3424,-0.9599,Wind,104.75
20634,ESP,14.0,36.0139,-5.6069,Wind,37.67
20635,ESP,28.8,37.3449,-2.5091,Wind,79.97
20636,ESP,63.5,37.3449,-2.5091,Wind,151.79
20637,ESP,18.0,43.3598,-4.3493,Wind,41.27
20638,ESP,28.5,39.2167,-2.15,Wind,66.34
20639,ESP,49.5,38.6492,-1.98,Wind,134.68
20640,ESP,44.8,36.0139,-5.6069,Wind,110.34
20641,ESP,11.9,38.9209,-1.7202,Wind,25.04
20642,ESP,49.5,39.4085,-2.2017,Wind,105.27
20643,ESP,69.0,42.0439,-3.937,Wind,135.93
20644,ESP,38.25,40.8127,-0.8454,Wind,89.03
20645,ESP,16.0,36.0139,-5.6069,Wind,43.05
20646,ESP,32.0,42.189,-2.2951,Wind,68.05
20647,ESP,49.5,41.8804,-4.3624,Wind,125.38
20648,ESP,21.12,43.4668,-7.7238,Wind,58.25
20649,ESP,30.0,38.9497,-2.3542,Wind,65.77
20650,ESP,24.0,41.5558,-0.9601,Wind,45.07
20651,ESP,33.4,36.4469,-5.2858,Wind,71.03
20652,ESP,50.0,42.0357,-6.9054,Wind,106.87
20653,ESP,49.5,38.6722,-2.4099,Wind,143.5
20654,ESP,49.5,39.1667,-3.8542,Wind,128.77
20655,ESP,50.0,39.2741,-4.0554,Wind,107.13
20656,ESP,25.5,40.6377,-0.3404,Wind,64.09
20657,ESP,36.8,42.6661,-7.8861,Wind,54.56
20658,ESP,36.8,42.7422,-7.9383,Wind,78.26
20659,ESP,31.45,42.6609,-8.1129,Wind,66.88
20660,ESP,15.75,42.25,-7.3833,Wind,33.49
20661,ESP,40.5,39.0422,-2.4807,Wind,100.09
20662,ESP,46.0,42.2051,-2.3827,Wind,111.06
20663,ESP,84.80000000000001,43.1615,-5.6234,Wind,180.34
20664,ESP,24.75,41.9503,-2.2998,Wind,52.63
20665,ESP,18.0,42.6487,-3.5904,Wind,41.27
20666,ESP,19.2,42.8233,-9.0891,Wind,40.83
20667,ESP,21.78,42.6088,-7.7712,Wind,46.31
20668,ESP,44.6,42.7762,-9.0603,Wind,94.85
20669,ESP,14.85,36.0139,-5.6069,Wind,37.48
20670,ESP,20.7,42.25,-7.3833,Wind,44.02
20671,ESP,22.95,42.25,-7.3833,Wind,33.23
20672,ESP,33.8,43.1653,-9.1125,Wind,71.88
20673,ESP,14.4,42.4667,-8.4667,Wind,42.04
20674,ESP,30.0,39.8667,-1.6333,Wind,69.85
20675,ESP,24.42,43.3377,-6.4145,Wind,48.27
20676,ESP,24.0,41.5558,-0.9601,Wind,45.07
20677,ESP,24.0,41.5388,-0.9962,Wind,45.07
20678,ESP,24.0,41.5801,-1.1172,Wind,45.07
20679,ESP,40.3,43.0084,-9.1133,Wind,93.73
20680,ESP,29.75,42.1865,-2.18,Wind,63.26
20681,ESP,36.55,41.351,-2.4737,Wind,77.73
20682,ESP,80.42,41.3006,-2.475,Wind,172.36
20683,ESP,12.8,36.1949,-5.7634,Wind,28.25
20684,ESP,89.6,41.8157,-1.4882,Wind,209.43
20685,ESP,40.0,41.8325,-1.4598,Wind,85.48
20686,ESP,49.3,43.2134,-7.2937,Wind,104.84
20687,ESP,27.2,42.25,-7.3833,Wind,57.84
20688,ESP,20.0,42.7815,-7.4143,Wind,30.93
20689,ESP,24.7,39.1452,-1.3288,Wind,52.52
20690,ESP,30.0,38.748,-1.1985,Wind,79.72
20691,ESP,46.86,38.7564,-1.0117,Wind,99.65
20692,ESP,28.8,41.5406,-1.7166,Wind,63.78
20693,ESP,30.6,43.4118,-6.2602,Wind,71.03
20694,ESP,33.0,42.45,-1.1167,Wind,70.18
20695,ESP,44.0,43.3377,-6.4145,Wind,101.61
20696,ESP,17.82,43.2155,-6.8757,Wind,37.89
20697,ESP,18.48,41.7389,-2.1697,Wind,36.93
20698,ESP,15.18,37.5302,-3.6562,Wind,32.28
20699,ESP,36.9,40.7342,-1.6172,Wind,78.47
20700,ESP,26.25,38.9147,-3.5369,Wind,55.82
20701,ESP,48.75,42.4969,-1.2151,Wind,107.11
20702,ESP,30.0,41.9778,-0.5373,Wind,69.85
20703,ESP,93.7,41.9778,-0.5373,Wind,199.27
20704,ESP,50.0,39.0688,-1.7434,Wind,106.33
20705,ESP,99.0,40.6197,-0.0989,Wind,247.55
20706,ESP,32.3,40.7947,-0.8101,Wind,72.51
20707,ESP,30.0,42.0753,-4.5005,Wind,72.42
20708,ESP,34.0,41.8347,-5.8888,Wind,72.3
20709,ESP,29.27,41.6377,1.4353,Wind,69.26
20710,ESP,49.8,40.5934,-1.9095,Wind,105.91
20711,ESP,49.5,37.1766,-2.9502,Wind,127.51
20712,ESP,31.45,42.0357,-6.9054,Wind,74.73
20713,ESP,1167.0,37.1843,-6.8857,Gas,2766.17
20714,ESP,12.8,36.9402,-3.361,Hydro,24.11
20715,ESP,79.918,43.2596,-1.9688,Gas,189.43
20716,ESP,18.801,43.3,-7.5833,Oil,39.17
20717,ESP,36.0,42.6654,-3.5014,Wind,76.56
20718,ESP,96.76,42.6654,-3.5014,Wind,205.78
20719,ESP,19.5,43.3,-7.6833,Wind,41.47
20720,ESP,33.84,42.592,-1.3604,Wind,71.96
20721,ESP,19.5,38.4,-6.4667,Wind,33.49
20722,ESP,14.4,38.4,-6.4667,Wind,30.62
20723,ESP,49.5,40.0167,-0.65,Wind,105.27
20724,ESP,94.0,39.9894,-0.6804,Wind,202.62
20725,ESP,24.42,40.4288,-0.2577,Wind,51.93
20726,ESP,49.5,41.3032,-0.7505,Wind,125.96
20727,ESP,34.5,41.8341,-1.5327,Wind,80.68
20728,ESP,37.510000000000005,41.8341,-1.5327,Wind,79.77
20729,ESP,18.0,39.4085,-2.2017,Wind,38.28
20730,ESP,36.0,36.878,-4.8469,Wind,85.63
20731,ESP,31.5,39.8833,-0.95,Wind,78.66
20732,ESP,28.0,39.9667,-0.25,Wind,58.13
20733,ESP,18.3,43.2433,-8.9008,Wind,32.61
20734,ESP,28.0,36.6865,-6.1361,Wind,68.08
20735,ESP,13.6,37.3167,-4.05,Wind,36.27
20736,ESP,28.0,38.1144,-2.5711,Wind,69.9
20737,ESP,18.0,42.696,-8.2465,Wind,27.04
20738,ESP,14.52,40.7167,-4.45,Wind,28.21
20739,ESP,24.0,38.6328,-0.8197,Wind,51.04
20740,ESP,32.0,37.1882,-3.6067,Wind,68.05
20741,ESP,24.0,37.1882,-3.6067,Wind,51.04
20742,ESP,24.42,41.6336,-1.2744,Wind,51.93
20743,ESP,24.6,42.8233,-9.0891,Wind,49.62
20744,ESP,15.0,42.0325,-1.5259,Wind,31.9
20745,ESP,15.0,41.9006,-1.4199,Wind,31.9
20746,ESP,21.0,36.0139,-5.6069,Wind,63.63
20747,ESP,40.0,36.539,-5.3868,Wind,88.83
20748,ESP,17.0,36.7507,-3.5179,Wind,52.34
20749,ESP,47.6,41.0983,-2.5741,Wind,101.23
20750,ESP,25.5,38.8299,-3.5781,Wind,54.23
20751,ESP,16.25,38.9667,-1.2167,Wind,34.55
20752,ESP,19.8,41.7494,-2.1887,Wind,37.82
20753,ESP,50.0,39.45,-2.0833,Wind,106.33
20754,ESP,19.8,41.7175,-1.8109,Wind,35.28
20755,ESP,18.0,41.7631,-1.8882,Wind,31.89
20756,ESP,13.2,36.8773,-2.6018,Wind,23.57
20757,ESP,28.0,38.25,-6.3,Wind,59.54
20758,ESP,28.38,37.2829,-5.9209,Wind,60.35
20759,ESP,22.44,42.653,-1.3067,Wind,53.91
20760,ESP,49.3,43.5167,-6.6833,Wind,104.84
20761,ESP,27.2,43.2155,-6.8757,Wind,66.07
20762,ESP,22.95,39.6,-1.8,Wind,48.8
20763,ESP,17.25,39.4085,-2.2017,Wind,36.68
20764,ESP,51.48,41.5919,-1.1577,Wind,109.48
20765,ESP,38.0,37.5076,-7.2704,Wind,85.9
20766,ESP,44.2,38.6328,-0.8197,Wind,108.72
20767,ESP,25.74,38.6137,-1.1147,Wind,54.74
20768,ESP,24.42,42.0635,-7.7246,Wind,51.93
20769,ESP,41.65,42.0635,-7.7246,Wind,54.22
20770,ESP,17.4,37.6143,-7.2488,Wind,39.89
20771,ESP,12.0,39.5,-2.1667,Wind,30.28
20772,ESP,50.0,41.0991,-2.3044,Wind,126.59
20773,ESP,33.0,39.4685,-2.2467,Wind,70.18
20774,ESP,70.5,39.486,-2.2028,Wind,149.93
20775,ESP,15.84,38.4792,-1.325,Wind,33.68
20776,ESP,10.68,36.0139,-5.6069,Wind,16.27
20777,ESP,18.0,36.0139,-5.6069,Wind,48.44
20778,ESP,24.0,38.9667,-1.0833,Wind,53.68
20779,ESP,30.39,42.773,-8.8444,Wind,64.63
20780,ESP,59.5,42.0617,-1.6045,Wind,126.53
20781,ESP,21.78,38.1893,-1.8918,Wind,46.31
20782,ESP,24.42,43.4668,-7.7238,Wind,48.99
20783,ESP,22.0,37.1061,-2.6485,Wind,58.51
20784,ESP,14.52,40.706,-4.5163,Wind,28.21
20785,ESP,30.0,37.3222,-6.0586,Wind,78.36
20786,ESP,49.5,39.7493,-0.9968,Wind,105.27
20787,ESP,64.5,39.7493,-0.9968,Wind,122.68
20788,ESP,12.0,37.5251,-7.4925,Wind,30.32
20789,ESP,24.93,41.8395,-1.1777,Wind,53.01
20790,ESP,16.5,36.1949,-5.7634,Wind,35.09
20791,ESP,32.0,37.6915,-3.8187,Wind,68.05
20792,ESP,19.14,42.592,-1.3604,Wind,35.16
20793,ESP,50.0,42.1795,-7.1122,Wind,106.33
20794,ESP,17.85,42.1733,-6.6596,Wind,37.96
20795,ESP,15.84,42.6833,-7.2333,Wind,33.68
20796,ESP,49.5,41.6336,-1.2744,Wind,105.27
20797,ESP,49.5,40.7081,-0.9149,Wind,105.27
20798,ESP,14.85,41.779,-1.9839,Wind,31.58
20799,ESP,26.0,38.2709,-1.3768,Wind,55.29
20800,ESP,26.97,43.0167,-2.7667,Wind,57.35
20801,ESP,26.4,38.6137,-1.1147,Wind,56.14
20802,ESP,39.95,40.7342,-1.6172,Wind,84.96
20803,ESP,29.7,38.6328,-0.8197,Wind,63.16
20804,ESP,30.0,36.0139,-5.6069,Wind,63.8
20805,ESP,28.0,37.5076,-7.2704,Wind,66.24
20806,ESP,44.88,41.8347,-5.8888,Wind,95.44
20807,ESP,14.52,40.7796,-4.4136,Wind,26.07
20808,ESP,20.8,43.1504,-4.3817,Hydro,31.02
20809,ESP,36.55,39.7167,-1.4333,Wind,77.73
20810,ESP,97.98,41.761,-4.9874,Wind,194.22
20811,ESP,16.434,37.1353,-4.73,Waste,5.72
20812,ESP,14.685,42.8261,-4.8463,Waste,5.11
20813,ESP,24.0,42.9167,-8.7667,Wind,49.34
20814,ESP,18.0,37.5624,-5.1254,Gas,42.66
20815,ESP,100.0,37.5729,-5.1449,Solar,201.41
20816,ESP,19.903,37.4166,-6.2736,Solar,39.49
20817,ESP,150.0,37.4179,-6.2771,Solar,296.27
20818,ESP,11.02,37.4422,-6.2542,Solar,25.25
20819,ESP,50.0,38.755,-7.145,Solar,100.61
20820,ESP,46.14,42.8384,0.739,Hydro,69.37
20821,ESP,25.770000000000003,42.3746,-7.2351,Hydro,55.38
20822,ESP,17.6,42.3094,-8.2049,Hydro,32.32
20823,ESP,88.12,42.3167,-7.0274,Hydro,178.5
20824,ESP,49.54,43.2518,-6.0163,Hydro,60.77
20825,ESP,45.0,37.4712,-5.6461,Waste,15.67
20826,ESP,15.0,38.207,-3.5102,Waste,5.22
20827,ESP,49.9,37.0066,-6.0434,Solar,102.1
20828,ESP,49.9,37.6485,-5.26,Solar,101.51
20829,ESP,100.0,37.9582,-4.4981,Solar,208.61
20830,ESP,312.41,42.3921,-7.2191,Hydro,596.24
20831,ESP,299.76,38.1108,-4.9354,Coal,1367.42
20832,ESP,866.3,41.3366,2.1594,Gas,2053.41
20833,ESP,30.0,38.2793,-1.601,Solar,61.07
20834,ESP,55.2,39.037,-5.2342,Hydro,55.4
20835,ESP,184.95,28.963,-13.5477,Oil,385.34
20836,ESP,15.0,42.4496,-6.9476,Waste,5.22
20837,ESP,100.0,37.648,-5.254,Solar,236.23
20838,ESP,50.0,37.648,-5.254,Solar,118.43
20839,ESP,9.9,41.467,-5.821,Solar,17.18
20840,ESP,50.0,39.03,-4.02,Solar,105.29
20841,ESP,50.0,39.03,-4.02,Solar,105.29
20842,ESP,4.9,41.0536,-5.4377,Solar,8.93
20843,ESP,4.0,41.712,-1.249,Solar,6.78
20844,ESP,4.5,41.3286,-4.8212,Solar,7.44
20845,ESP,4.0,38.7167,-1.8857,Solar,7.47
20846,ESP,5.1,38.7218,-1.881,Solar,10.22
20847,ESP,11.8,39.632,-3.09,Solar,24.03
20848,ESP,47.6,38.62,-3.974,Solar,106.78
20849,ESP,36.46,42.4496,-6.9476,Hydro,63.95
20850,ESP,9.5,37.962,-4.481,Solar,19.67
20851,ESP,49.5,42.3826,-7.5684,Wind,105.27
20852,ESP,28.64,42.3826,-7.5684,Hydro,54.69
20853,ESP,80.5,38.6478,-4.1214,Gas,190.81
20854,ESP,261.28,41.2422,0.4309,Hydro,344.24
20855,ESP,34.56,41.9781,-6.1404,Hydro,49.2
20856,ESP,326.57000000000005,41.5278,-5.9877,Hydro,285.51
20857,ESP,8.0,41.239,0.5336,Solar,15.81
20858,ESP,12.0,39.4751,-1.1546,Solar,26.15
20859,ESP,5.0,36.695,-6.284,Solar,11.28
20860,ESP,52.82,41.9443,-8.0349,Hydro,69.51
20861,ESP,157.24,43.2364,-6.8475,Hydro,170.7
20862,ESP,10.0,42.5741,0.1824,Gas,23.7
20863,ESP,62.88,42.1795,-7.1122,Hydro,61.62
20864,ESP,88.125,41.6494,-5.0253,Wind,171.54
20865,ESP,34.36,42.4171,-7.7498,Hydro,69.19
20866,ESP,791.6800000000001,36.1955,-5.4131,Gas,1876.54
20867,ESP,34.68,42.5103,-5.873,Hydro,46.08
20868,ESP,53.15,43.4949,-7.2421,Hydro,99.47
20869,ESP,396.4,43.34,-3.0539,Gas,939.59
20870,ESP,55.56,41.947,2.3844,Hydro,81.97
20871,ESP,516.39,41.045,-6.8067,Hydro,1008.82
20872,ESP,19.25,41.4833,0.4667,Hydro,38.18
20873,ESP,44.24,41.4744,0.4534,Hydro,78.95
20874,ESP,75.0,41.6485,1.5914,Wind,194.42
20875,ESP,40.5,42.1555,2.2828,Wind,102.13
20876,ESP,49.5,42.3833,2.2667,Wind,119.51
20877,ESP,24.42,41.5406,-1.7166,Wind,51.93
20878,ESP,81.53999999999999,40.7149,-4.0053,Hydro,165.17
20879,ESP,93.0,42.5273,-8.0086,Gas,220.44
20880,ESP,44.25,42.4139,-6.9191,Hydro,71.97
20881,ESP,27.78,42.7778,-3.0458,Hydro,61.02
20882,ESP,200.0,39.226,-5.3905,Solar,397.0
20883,ESP,49.9,37.6522,-5.2722,Solar,102.13
20884,ESP,563.75,39.65,2.6807,Oil,1174.57
20885,ESP,346.25,43.3122,-5.8739,Coal,1579.49
20886,ESP,213.64,42.1677,-7.1744,Hydro,320.88
20887,ESP,30.0,38.89,-6.285,Solar,63.31
20888,ESP,88.55000000000001,41.9791,2.5274,Hydro,131.39
20889,ESP,11.3,39.918,-2.822,Solar,23.16
20890,ESP,13.8,41.0277,-5.85,Solar,28.09
20891,ESP,5.2,39.431,-2.416,Solar,10.21
20892,ESP,438.45,42.4143,-7.6533,Hydro,834.69
20893,ESP,49.9,36.661,-5.851,Solar,128.96
20894,ESP,20.0,37.444,-6.258,Solar,45.73
20895,ESP,7.0,37.452,-6.251,Solar,14.02
20896,ESP,4.0,41.801,-0.083,Solar,6.78
20897,ESP,11.0,41.4918,1.9016,Solar,23.11
20898,ESP,10.0,37.644,-4.59,Solar,20.26
20899,ESP,50.0,37.958,-4.503,Solar,119.04
20900,ESP,19.7,28.0684,-16.525,Solar,54.98
20901,ESP,13.0,28.0684,-16.525,Solar,35.14
20902,ESP,11.0,28.0724,-16.5252,Solar,29.26
20903,ESP,376.88,36.9083,-4.7631,Hydro,220.57
20904,ESP,73.04,42.8368,-8.8498,Hydro,108.37
20905,ESP,124.17,43.2207,-5.4278,Hydro,114.8
20906,ESP,802.84,41.1081,1.1912,Gas,1902.99
20907,ESP,150.88,42.637,1.2512,Hydro,267.0
20908,ESP,11.92,41.7167,0.7667,Hydro,20.92
20909,ESP,50.0,39.1933,-5.5779,Solar,99.79
20910,ESP,99.8,39.1933,-5.5779,Solar,218.35
20911,ESP,24.29,41.5334,0.8095,Solar,50.27
20912,ESP,32.32,42.0748,0.9162,Hydro,59.62
20913,ESP,1055.77,40.9966,-0.3798,Coal,4816.13
20914,ESP,10.0,37.2583,-6.9508,Gas,23.7
20915,ESP,13.12,42.2312,-7.8303,Hydro,24.65
20916,ESP,22.0,41.6561,-0.8773,Gas,52.14
20917,ESP,130.36,39.5357,-5.9891,Hydro,224.92
20918,ESP,39.58,40.8125,0.5216,Gas,93.81
20919,ESP,15.0,41.5667,0.5167,Waste,5.22
20920,ESP,14.6,39.6598,-2.76,Waste,5.08
20921,ESP,1003.41,40.7016,-2.6227,Nuclear,8016.31
20922,ESP,23.92,42.1519,0.2225,Gas,56.69
20923,ESP,10.0,40.0208,-5.579,Solar,18.85
20924,ESP,10.0,41.5062,-5.0275,Solar,17.16
20925,ESP,7.0,37.766,-1.723,Solar,15.18
20926,ESP,4.0,37.769,-1.698,Solar,8.0
20927,ESP,6.4,37.756,-1.702,Solar,13.87
20928,ESP,6.8,37.756,-1.702,Solar,14.74
20929,ESP,6.3,37.092,-5.875,Solar,12.07
20930,ESP,7.0,39.46,-5.95,Solar,13.93
20931,ESP,247.17,39.7778,-5.6124,Hydro,203.18
20932,ESP,65.1,41.9974,-6.2738,Hydro,37.59
20933,ESP,1045.31,40.9511,0.8662,Nuclear,8351.05
20934,ESP,86.48,42.3589,-7.851,Hydro,149.86
20935,ESP,12.444,41.3888,2.159,Waste,4.33
20936,ESP,12.9,42.702,0.7956,Oil,26.87
20937,ESP,21.86,42.702,0.7956,Hydro,38.44
20938,ESP,215.81,39.2077,-1.2401,Hydro,150.26
20939,ESP,10.9,41.2702,-6.3208,Hydro,20.97
20940,ESP,850.8799999999999,41.2669,-6.3078,Hydro,1308.16
20941,ESP,10.0,39.2919,-5.2111,Solar,19.08
20942,ESP,5.1,39.2768,-5.22,Solar,10.22
20943,ESP,11.0,36.955,-2.435,Solar,27.91
20944,ESP,12.4,42.1388,-1.6824,Solar,23.06
20945,ESP,5.9,42.1388,-1.6824,Solar,10.34
20946,ESP,5.5,41.0583,-5.782,Solar,10.47
20947,ESP,10.0,36.2447,-6.008,Solar,19.79
20948,ESP,5.5,42.0471,-5.699,Solar,9.62
20949,ESP,7.8,42.268,-1.685,Solar,12.87
20950,ESP,4.1,42.271,-1.692,Solar,6.25
20951,ESP,5.0,42.2475,-3.973,Solar,8.63
20952,ESP,10.9,38.964,-5.771,Solar,22.92
20953,ESP,5.2,39.4393,-1.9246,Solar,10.48
20954,ESP,9.8,39.8331,-2.5712,Solar,18.9
20955,ESP,5.0,39.6914,-3.9545,Solar,10.1
20956,ESP,8.7,41.307,-0.605,Solar,15.43
20957,ESP,49.2,38.6137,-1.1147,Wind,104.63
20958,ESP,7.6,38.5924,-1.0558,Solar,15.05
20959,ESP,9.0,41.6428,-4.8151,Solar,15.62
20960,ESP,7.6,39.871,-6.832,Solar,14.92
20961,ESP,9.0,41.934,-0.805,Solar,16.03
20962,ESP,9.9,41.944,-0.818,Solar,17.37
20963,ESP,7.0,38.942,-5.875,Solar,13.8
